task_id,origin_id,source_type,repo,language,statement,gold_has_defect,gold_defect_types,gold_severity,gold_label_source
ac_059,poly_mrdoob__three.js-20478,acceptance_criterion,mrdoob/three.js,JavaScript,"Given an instance of `Object3D`, when the `removeAll` method is called with multiple objects as arguments, then all specified objects should be removed from the parent and dispatched with a `_removedEvent`.",True,overly_broad_requirement,minor,rule_seeded
ac_060,poly_mrdoob__three.js-20478,acceptance_criterion,mrdoob/three.js,JavaScript,"Given an instance of `Object3D`, when the `removeAll` method is called, then the `children` array should be cleared after all children objects have been removed.",True,overly_broad_requirement,minor,rule_seeded
ac_061,poly_mrdoob__three.js-20478,acceptance_criterion,mrdoob/three.js,JavaScript,"Given an instance of `Object3D`, when the `removeAll` method is called, then the parent property of each removed child object should be set to `null`.",False,,none,rule_seeded
ac_062,poly_mrdoob__three.js-20478,acceptance_criterion,mrdoob/three.js,JavaScript,"Given an instance of `Object3D`, when the `removeAll` method is called, then the `_removedEvent` should be dispatched for each removed child object.",False,,none,rule_seeded
ac_063,poly_huggingface__transformers-13573,acceptance_criterion,huggingface/transformers,Python,"Given a GPT-2 model, when mixed precision training is enabled and the attention computation is upcasted, then the model should not experience numerical instability.",False,,none,rule_seeded
ac_064,poly_huggingface__transformers-13573,acceptance_criterion,huggingface/transformers,Python,"Given a GPT-2 model, when mixed precision training is enabled and the attention computation is upcasted, then the model should achieve stable pretraining.",False,,none,rule_seeded
ac_065,poly_huggingface__transformers-13573,acceptance_criterion,huggingface/transformers,Python,"Given a GPT-2 model, when mixed precision training is enabled and the attention computation is upcasted, then the model should maintain its performance during pretraining.",False,,none,rule_seeded
ac_066,poly_huggingface__transformers-13573,acceptance_criterion,huggingface/transformers,Python,"Given a GPT-2 model, when mixed precision training is enabled and the attention computation is upcasted, then the model should not introduce any new bugs or errors.",False,,none,rule_seeded
ac_067,poly_huggingface__transformers-13573,acceptance_criterion,huggingface/transformers,Python,"Given a GPT-2 model, when mixed precision training is enabled and the attention computation is upcasted, then the model should be compatible with other models in the Hugging Face Transformers library.",False,,none,rule_seeded
ac_068,poly_huggingface__transformers-13989,acceptance_criterion,huggingface/transformers,Python,"Given a custom model configuration, when the `CONFIG_MAPPING` is updated to use `_LazyConfigMapping`, then users should be able to add their own custom models by assigning names and classes to the registries without encountering errors.",False,,none,rule_seeded
ac_069,poly_huggingface__transformers-13989,acceptance_criterion,huggingface/transformers,Python,"Given a custom model configuration, when the `CONFIG_MAPPING` is updated to use `_LazyConfigMapping`, then users should be able to add their own custom models by assigning names and classes to the registries without encountering any runtime errors.",False,,none,rule_seeded
ac_070,poly_huggingface__transformers-13989,acceptance_criterion,huggingface/transformers,Python,"Given a custom model configuration, when the `CONFIG_MAPPING` is updated to use `_LazyConfigMapping`, then users should be able to add their own custom models by assigning names and classes to the registries without encountering any issues with compatibility or functionality.",False,,none,rule_seeded
ac_071,poly_huggingface__transformers-13989,acceptance_criterion,huggingface/transformers,Python,"Given a custom model configuration, when the `CONFIG_MAPPING` is updated to use `_LazyConfigMapping`, then users should be able to add their own custom models by assigning names and classes to the registries without encountering any issues with documentation or user experience.",False,,none,rule_seeded
ac_072,poly_huggingface__transformers-15473,acceptance_criterion,huggingface/transformers,Python,"Given a `Trainer` instance, when the `compute_metrics` function is set and evaluation begins, then the logits are processed by the `preprocess_logits_for_metrics` function before being cached for metric computation.",True,missing_expected_outcome,major,rule_seeded
ac_073,poly_huggingface__transformers-15473,acceptance_criterion,huggingface/transformers,Python,"Given a `Trainer` instance, when the `compute_metrics` function is set and evaluation begins, then if no `preprocess_logits_for_metrics` function is provided, the logits are processed by the default behavior of caching them as they are.",True,missing_expected_outcome|not_testable,major,rule_seeded
ac_074,poly_huggingface__transformers-15473,acceptance_criterion,huggingface/transformers,Python,"Given a `Trainer` instance, when the `compute_metrics` function is set and evaluation begins, then if the `preprocess_logits_for_metrics` function returns a tensor of different shape than the original logits, an error should be raised.",False,,none,rule_seeded
ac_075,poly_huggingface__transformers-15473,acceptance_criterion,huggingface/transformers,Python,"Given a `Trainer` instance, when the `compute_metrics` function is set and evaluation begins, then if the `preprocess_logits_for_metrics` function returns `None`, an error should be raised.",False,,none,rule_seeded
ac_076,poly_huggingface__transformers-15473,acceptance_criterion,huggingface/transformers,Python,"Given a `Trainer` instance, when the `compute_metrics` function is set and evaluation begins, then if the `preprocess_logits_for_metrics` function raises an exception, it should be caught and handled gracefully without affecting the rest of the evaluation process.",False,,none,rule_seeded
ac_077,poly_coder__code-server-4597,acceptance_criterion,coder/code-server,TypeScript,"Given a user logs into the code-server application, when they attempt to access a specific repository, then the repository should be displayed in the list of repositories.",False,,none,rule_seeded
ac_078,poly_coder__code-server-4597,acceptance_criterion,coder/code-server,TypeScript,"Given a user has created a new repository on code-server, when they attempt to access it, then the repository should be listed in the list of repositories.",False,,none,rule_seeded
ac_079,poly_coder__code-server-4597,acceptance_criterion,coder/code-server,TypeScript,"Given a user has deleted a repository on code-server, when they attempt to access it again, then the repository should not be listed in the list of repositories.",False,,none,rule_seeded
ac_080,poly_coder__code-server-4597,acceptance_criterion,coder/code-server,TypeScript,"Given a user has renamed a repository on code-server, when they attempt to access it again, then the repository should be listed with the new name.",False,,none,rule_seeded
ac_081,poly_coder__code-server-4597,acceptance_criterion,coder/code-server,TypeScript,"Given a user has starred a repository on code-server, when they attempt to access it again, then the repository should be listed with a star icon.",False,,none,rule_seeded
ac_082,poly_coder__code-server-4597,acceptance_criterion,coder/code-server,TypeScript,"Given a user has unstarred a repository on code-server, when they attempt to access it again, then the repository should be listed without a star icon.",False,,none,rule_seeded
ac_083,poly_coder__code-server-4678,acceptance_criterion,coder/code-server,TypeScript,"Given a user has installed the `code-server` package, when they run it with the default configuration, then the server should start and listen on port 8080.",False,,none,rule_seeded
ac_084,poly_coder__code-server-4678,acceptance_criterion,coder/code-server,TypeScript,"Given a user has installed the `code-server` package, when they run it with the default configuration, then the server should support basic HTTP requests such as GET and POST.",True,overly_broad_requirement,minor,rule_seeded
ac_085,poly_coder__code-server-4678,acceptance_criterion,coder/code-server,TypeScript,"Given a user has installed the `code-server` package, when they run it with the default configuration, then the server should support basic authentication.",True,overly_broad_requirement,minor,rule_seeded
ac_086,poly_coder__code-server-4678,acceptance_criterion,coder/code-server,TypeScript,"Given a user has installed the `code-server` package, when they run it with the default configuration, then the server should support basic file operations such as creating and deleting files.",True,overly_broad_requirement,minor,rule_seeded
ac_087,poly_coder__code-server-4678,acceptance_criterion,coder/code-server,TypeScript,"Given a user has installed the `code-server` package, when they run it with the default configuration, then the server should support basic terminal operations such as running commands and displaying output.",True,overly_broad_requirement,minor,rule_seeded
ac_088,poly_coder__code-server-4923,acceptance_criterion,coder/code-server,TypeScript,"Given a code-server instance configured with the `--socket` option, when setting permissions to `0770`, then the socket should be created with the specified permissions and ownership.",False,,none,rule_seeded
ac_089,poly_coder__code-server-4923,acceptance_criterion,coder/code-server,TypeScript,"Given a code-server instance configured with the `--socket` option, when setting permissions to `0770`, then the socket should be owned by the user and group specified.",False,,none,rule_seeded
ac_090,poly_coder__code-server-4923,acceptance_criterion,coder/code-server,TypeScript,"Given a code-server instance configured with the `--socket` option, when setting permissions to `0770`, then the socket should be world readable and writable by the user.",False,,none,rule_seeded
ac_091,poly_coder__code-server-4923,acceptance_criterion,coder/code-server,TypeScript,"Given a code-server instance configured with the `--socket` option, when setting permissions to `0770`, then the socket should be cleaned up and removed on server shutdown.",False,,none,rule_seeded
ac_092,poly_coder__code-server-4923,acceptance_criterion,coder/code-server,TypeScript,"Given a code-server instance configured with the `--socket` option, when setting permissions to `0770`, then the socket should not error out on server restart if it is already in use.",False,,none,rule_seeded
ac_093,poly_apache__dubbo-10846,acceptance_criterion,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-specified application protocol is configured, then the default protocol should be retrieved from the user environment.",False,,none,rule_seeded
ac_094,poly_apache__dubbo-10846,acceptance_criterion,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-specified application protocol is configured, then if the user environment does not contain a protocol configuration, the default protocol should be Dubbo.",False,,none,rule_seeded
ac_095,poly_apache__dubbo-10846,acceptance_criterion,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is specified and no user-specified application protocol is configured, then the specified protocol should be used.",False,,none,rule_seeded
ac_096,poly_apache__dubbo-10846,acceptance_criterion,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when no metadata protocol port is specified and no user-specified application protocol is configured, then the default protocol should be retrieved from the user environment.",False,,none,rule_seeded
syn_001,ac_001,synthetic_defect,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should display a list of results with the ability to close the overlay. The behavior should work properly in all relevant cases.",True,ambiguous_term,minor,synthetic_injected
syn_002,ac_002,synthetic_defect,Arcticons,Android,"Given the user is on the Icons screen, then the app should display the first result in the list.",True,missing_trigger,minor,synthetic_injected
syn_003,ac_003,synthetic_defect,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then the behavior is completed.",True,missing_expected_outcome,major,synthetic_injected
syn_004,ac_004,synthetic_defect,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should close the overlay after confirming. It should also handle edge cases.",True,missing_constraint,minor,synthetic_injected
syn_005,ac_005,synthetic_defect,Arcticons,Android,"The feature should be high quality, intuitive, and reliable.",True,not_testable,major,synthetic_injected
syn_006,ac_006,synthetic_defect,Arcticons,Android,Improve and support all related behavior for this feature.,True,overly_broad_requirement,minor,synthetic_injected
syn_007,ac_007,synthetic_defect,Autostarts,Android,"Given the app is launched, when the user taps on the 'During Startup' category row, then the section should expand to show boot-time items and collapse on a second tap. The same option should be enabled and disabled by default.",True,inconsistent_condition,major,synthetic_injected
syn_008,ac_008,synthetic_defect,Autostarts,Android,"Given the app is launched, when the user taps on the 'After Startup' category row, then the section should expand to show receivers for network state changes and collapse on a subsequent tap. This must follow the undocumented third-party policy.",True,unsupported_external_assumption,minor,synthetic_injected
syn_009,ac_009,synthetic_defect,Autostarts,Android,"Given the app is launched, when the user taps on an app entry titled 'Google', then an action menu should open with options to disable and view application info. The behavior should work properly in all relevant cases.",True,ambiguous_term,minor,synthetic_injected
syn_010,ac_010,synthetic_defect,Autostarts,Android,"Given the app is launched, then the list should be reorganized by the selected grouping mode.",True,missing_trigger,minor,synthetic_injected
syn_011,ac_011,synthetic_defect,Autostarts,Android,"Given the app is launched, when the user taps on the search action, then the behavior is completed.",True,missing_expected_outcome,major,synthetic_injected
syn_012,ac_018,synthetic_defect,astropy/astropy,Python,"When a model is composed of nested CompoundModels, the separability matrix should reflect that the inputs and outputs are separable if they are independent. It should also handle edge cases.",True,missing_constraint,minor,synthetic_injected
syn_013,ac_022,synthetic_defect,django/django,Python,"The feature should be high quality, intuitive, and reliable.",True,not_testable,major,synthetic_injected
syn_014,ac_023,synthetic_defect,django/django,Python,Improve and support all related behavior for this feature.,True,overly_broad_requirement,minor,synthetic_injected
syn_015,ac_024,synthetic_defect,django/django,Python,"Given a Django project with the default settings, when a small file is uploaded using FileSystemStorage without explicitly configuring FILE_UPLOAD_PERMISSIONS, then the permissions of the uploaded file should be set to 0o644. The same option should be enabled and disabled by default.",True,inconsistent_condition,major,synthetic_injected
syn_016,ac_025,synthetic_defect,django/django,Python,"Given a Django project with the default settings, when a file is uploaded using FileSystemStorage without explicitly configuring FILE_UPLOAD_PERMISSIONS, then the permissions of the uploaded file should not be set to 0o0600 on systems where this behavior occurs. This must follow the undocumented third-party policy.",True,unsupported_external_assumption,minor,synthetic_injected
syn_017,ac_026,synthetic_defect,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the `__version__` attribute should be present and of type string. The behavior should work properly in all relevant cases.",True,ambiguous_term,minor,synthetic_injected
syn_018,ac_027,synthetic_defect,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, then the `version_info` attribute should be present and of type tuple.",True,missing_trigger,minor,synthetic_injected
syn_019,ac_028,synthetic_defect,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the behavior is completed.",True,missing_expected_outcome,major,synthetic_injected
syn_020,ac_029,synthetic_defect,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the `__version__` attribute should be equal to the string representation of the `version_info` tuple. It should also handle edge cases.",True,missing_constraint,minor,synthetic_injected
syn_021,ac_030,synthetic_defect,matplotlib/matplotlib,Python,"The feature should be high quality, intuitive, and reliable.",True,not_testable,major,synthetic_injected
syn_022,ac_031,synthetic_defect,matplotlib/matplotlib,Python,Improve and support all related behavior for this feature.,True,overly_broad_requirement,minor,synthetic_injected
syn_023,ac_032,synthetic_defect,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-defined application protocol is provided, then the default protocol should be retrieved from the user environment. The same option should be enabled and disabled by default.",True,inconsistent_condition,major,synthetic_injected
syn_024,ac_033,synthetic_defect,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-defined application protocol is provided, then if the user environment does not contain a configured protocol, the default should be dubbo. This must follow the undocumented third-party policy.",True,unsupported_external_assumption,minor,synthetic_injected
syn_025,ac_034,synthetic_defect,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is specified and no user-defined application protocol is provided, then the specified protocol should be used. The behavior should work properly in all relevant cases.",True,ambiguous_term,minor,synthetic_injected
syn_026,ac_035,synthetic_defect,apache/dubbo,Java,"Given a MetadataServiceExporter instance, then if the user environment contains a configured protocol, it should be used.",True,missing_trigger,minor,synthetic_injected
syn_027,ac_036,synthetic_defect,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-defined application protocol is provided, then the behavior is completed.",True,missing_expected_outcome,major,synthetic_injected
syn_028,ac_039,synthetic_defect,apache/dubbo,Java,"Given a JVM application, when the application is running and metrics are collected, then the dashboard should display aggregated data such as total requests and succeed requests. It should also handle edge cases.",True,missing_constraint,minor,synthetic_injected
syn_029,ac_040,synthetic_defect,apache/dubbo,Java,"The feature should be high quality, intuitive, and reliable.",True,not_testable,major,synthetic_injected
syn_030,ac_041,synthetic_defect,apache/dubbo,Java,Improve and support all related behavior for this feature.,True,overly_broad_requirement,minor,synthetic_injected
syn_031,ac_042,synthetic_defect,apache/dubbo,Java,"Given a JVM application, when the application is running and metrics are collected, then the dashboard should display memory usage statistics such as maximum heap size and used memory. The same option should be enabled and disabled by default.",True,inconsistent_condition,major,synthetic_injected
syn_032,ac_047,synthetic_defect,mrdoob/three.js,JavaScript,"Given a mesh with LODs, when the user moves their head within a threshold distance of an LOD boundary, then the LOD should not flicker. This must follow the undocumented third-party policy.",True,unsupported_external_assumption,minor,synthetic_injected
syn_033,ac_048,synthetic_defect,mrdoob/three.js,JavaScript,"Given a mesh with LODs, when the user moves their head beyond the threshold distance of an LOD boundary, then the LOD should appear. The behavior should work properly in all relevant cases.",True,ambiguous_term,minor,synthetic_injected
syn_034,ac_049,synthetic_defect,mrdoob/three.js,JavaScript,"Given a mesh with LODs, then the LOD should not flicker.",True,missing_trigger,minor,synthetic_injected
syn_035,ac_050,synthetic_defect,mrdoob/three.js,JavaScript,"Given a mesh with LODs, when the user moves their head within the threshold distance of an LOD boundary and then the behavior is completed.",True,missing_expected_outcome,major,synthetic_injected
syn_036,ac_051,synthetic_defect,mrdoob/three.js,JavaScript,"Given a mesh with LODs and hysteresis enabled, when the user moves their head within the threshold distance of an LOD boundary and then moves back beyond it, then the LOD should not flicker. It should also handle edge cases.",True,missing_constraint,minor,synthetic_injected
syn_037,ac_052,synthetic_defect,mrdoob/three.js,JavaScript,"The feature should be high quality, intuitive, and reliable.",True,not_testable,major,synthetic_injected
syn_038,ac_054,synthetic_defect,mrdoob/three.js,JavaScript,Improve and support all related behavior for this feature.,True,overly_broad_requirement,minor,synthetic_injected
syn_039,ac_056,synthetic_defect,mrdoob/three.js,JavaScript,"Given a GLTF file with morph targets, when the morph target data is specified as relative adjustments and three.js assumes absolute values, then the mesh should have a flag to indicate whether morph targets are deltas. The same option should be enabled and disabled by default.",True,inconsistent_condition,major,synthetic_injected
syn_040,ac_061,synthetic_defect,mrdoob/three.js,JavaScript,"Given an instance of `Object3D`, when the `removeAll` method is called, then the parent property of each removed child object should be set to `null`. This must follow the undocumented third-party policy.",True,unsupported_external_assumption,minor,synthetic_injected
syn_041,ac_062,synthetic_defect,mrdoob/three.js,JavaScript,"Given an instance of `Object3D`, when the `removeAll` method is called, then the `_removedEvent` should be dispatched for each removed child object. The behavior should work properly in all relevant cases.",True,ambiguous_term,minor,synthetic_injected
syn_042,ac_063,synthetic_defect,huggingface/transformers,Python,"Given a GPT-2 model, then the model should not experience numerical instability.",True,missing_trigger,minor,synthetic_injected
syn_043,ac_064,synthetic_defect,huggingface/transformers,Python,"Given a GPT-2 model, when mixed precision training is enabled and the attention computation is upcasted, then the behavior is completed.",True,missing_expected_outcome,major,synthetic_injected
syn_044,ac_065,synthetic_defect,huggingface/transformers,Python,"Given a GPT-2 model, when mixed precision training is enabled and the attention computation is upcasted, then the model should maintain its performance during pretraining. It should also handle edge cases.",True,missing_constraint,minor,synthetic_injected
syn_045,ac_066,synthetic_defect,huggingface/transformers,Python,"The feature should be high quality, intuitive, and reliable.",True,not_testable,major,synthetic_injected
syn_046,ac_067,synthetic_defect,huggingface/transformers,Python,Improve and support all related behavior for this feature.,True,overly_broad_requirement,minor,synthetic_injected
syn_047,ac_068,synthetic_defect,huggingface/transformers,Python,"Given a custom model configuration, when the `CONFIG_MAPPING` is updated to use `_LazyConfigMapping`, then users should be able to add their own custom models by assigning names and classes to the registries without encountering errors. The same option should be enabled and disabled by default.",True,inconsistent_condition,major,synthetic_injected
syn_048,ac_069,synthetic_defect,huggingface/transformers,Python,"Given a custom model configuration, when the `CONFIG_MAPPING` is updated to use `_LazyConfigMapping`, then users should be able to add their own custom models by assigning names and classes to the registries without encountering any runtime errors. This must follow the undocumented third-party policy.",True,unsupported_external_assumption,minor,synthetic_injected
syn_049,ac_070,synthetic_defect,huggingface/transformers,Python,"Given a custom model configuration, when the `CONFIG_MAPPING` is updated to use `_LazyConfigMapping`, then users should be able to add their own custom models by assigning names and classes to the registries without encountering any issues with compatibility or functionality. The behavior should work properly in all relevant cases.",True,ambiguous_term,minor,synthetic_injected
syn_050,ac_071,synthetic_defect,huggingface/transformers,Python,"Given a custom model configuration, then users should be able to add their own custom models by assigning names and classes to the registries without encountering any issues with documentation or user experience.",True,missing_trigger,minor,synthetic_injected
syn_051,ac_074,synthetic_defect,huggingface/transformers,Python,"Given a `Trainer` instance, when the `compute_metrics` function is set and evaluation begins, then the behavior is completed.",True,missing_expected_outcome,major,synthetic_injected
syn_052,ac_075,synthetic_defect,huggingface/transformers,Python,"Given a `Trainer` instance, when the `compute_metrics` function is set and evaluation begins, then if the `preprocess_logits_for_metrics` function returns `None`, an error should be raised. It should also handle edge cases.",True,missing_constraint,minor,synthetic_injected
syn_053,ac_076,synthetic_defect,huggingface/transformers,Python,"The feature should be high quality, intuitive, and reliable.",True,not_testable,major,synthetic_injected
syn_054,ac_077,synthetic_defect,coder/code-server,TypeScript,Improve and support all related behavior for this feature.,True,overly_broad_requirement,minor,synthetic_injected
syn_055,ac_078,synthetic_defect,coder/code-server,TypeScript,"Given a user has created a new repository on code-server, when they attempt to access it, then the repository should be listed in the list of repositories. The same option should be enabled and disabled by default.",True,inconsistent_condition,major,synthetic_injected
syn_056,ac_079,synthetic_defect,coder/code-server,TypeScript,"Given a user has deleted a repository on code-server, when they attempt to access it again, then the repository should not be listed in the list of repositories. This must follow the undocumented third-party policy.",True,unsupported_external_assumption,minor,synthetic_injected
syn_057,ac_080,synthetic_defect,coder/code-server,TypeScript,"Given a user has renamed a repository on code-server, when they attempt to access it again, then the repository should be listed with the new name. The behavior should work properly in all relevant cases.",True,ambiguous_term,minor,synthetic_injected
syn_058,ac_081,synthetic_defect,coder/code-server,TypeScript,"Given a user has starred a repository on code-server, then the repository should be listed with a star icon.",True,missing_trigger,minor,synthetic_injected
syn_059,ac_082,synthetic_defect,coder/code-server,TypeScript,"Given a user has unstarred a repository on code-server, when they attempt to access it again, then the behavior is completed.",True,missing_expected_outcome,major,synthetic_injected
syn_060,ac_083,synthetic_defect,coder/code-server,TypeScript,"Given a user has installed the `code-server` package, when they run it with the default configuration, then the server should start and listen on port 8080. It should also handle edge cases.",True,missing_constraint,minor,synthetic_injected
syn_061,ac_088,synthetic_defect,coder/code-server,TypeScript,"The feature should be high quality, intuitive, and reliable.",True,not_testable,major,synthetic_injected
syn_062,ac_089,synthetic_defect,coder/code-server,TypeScript,Improve and support all related behavior for this feature.,True,overly_broad_requirement,minor,synthetic_injected
syn_063,ac_090,synthetic_defect,coder/code-server,TypeScript,"Given a code-server instance configured with the `--socket` option, when setting permissions to `0770`, then the socket should be world readable and writable by the user. The same option should be enabled and disabled by default.",True,inconsistent_condition,major,synthetic_injected
syn_064,ac_091,synthetic_defect,coder/code-server,TypeScript,"Given a code-server instance configured with the `--socket` option, when setting permissions to `0770`, then the socket should be cleaned up and removed on server shutdown. This must follow the undocumented third-party policy.",True,unsupported_external_assumption,minor,synthetic_injected
syn_065,ac_092,synthetic_defect,coder/code-server,TypeScript,"Given a code-server instance configured with the `--socket` option, when setting permissions to `0770`, then the socket should not error out on server restart if it is already in use. The behavior should work properly in all relevant cases.",True,ambiguous_term,minor,synthetic_injected
syn_066,ac_093,synthetic_defect,apache/dubbo,Java,"Given a MetadataServiceExporter instance, then the default protocol should be retrieved from the user environment.",True,missing_trigger,minor,synthetic_injected
syn_067,ac_094,synthetic_defect,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-specified application protocol is configured, then the behavior is completed.",True,missing_expected_outcome,major,synthetic_injected
syn_068,ac_095,synthetic_defect,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is specified and no user-specified application protocol is configured, then the specified protocol should be used. It should also handle edge cases.",True,missing_constraint,minor,synthetic_injected
syn_069,ac_096,synthetic_defect,apache/dubbo,Java,"The feature should be high quality, intuitive, and reliable.",True,not_testable,major,synthetic_injected
syn_070,ac_001,synthetic_defect,Arcticons,Android,Improve and support all related behavior for this feature.,True,overly_broad_requirement,minor,synthetic_injected
syn_071,ac_002,synthetic_defect,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should display the first result in the list. The same option should be enabled and disabled by default.",True,inconsistent_condition,major,synthetic_injected
syn_072,ac_003,synthetic_defect,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should display a confirmation dialog asking if the user wants to close the overlay. This must follow the undocumented third-party policy.",True,unsupported_external_assumption,minor,synthetic_injected
syn_073,ac_004,synthetic_defect,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then search for a term, then the app should close the overlay after confirming. The behavior should work properly in all relevant cases.",True,ambiguous_term,minor,synthetic_injected
syn_074,ac_005,synthetic_defect,Arcticons,Android,"Given the user is on the Icons screen, then the app should display the first result in the list after confirming.",True,missing_trigger,minor,synthetic_injected
syn_075,ac_006,synthetic_defect,Arcticons,Android,"Given the user is on the Icons screen, when they tap an icon to open it and then the behavior is completed.",True,missing_expected_outcome,major,synthetic_injected
syn_076,ac_007,synthetic_defect,Autostarts,Android,"Given the app is launched, when the user taps on the 'During Startup' category row, then the section should expand to show boot-time items and collapse on a second tap. It should also handle edge cases.",True,missing_constraint,minor,synthetic_injected
syn_077,ac_008,synthetic_defect,Autostarts,Android,"The feature should be high quality, intuitive, and reliable.",True,not_testable,major,synthetic_injected
syn_078,ac_009,synthetic_defect,Autostarts,Android,Improve and support all related behavior for this feature.,True,overly_broad_requirement,minor,synthetic_injected
syn_079,ac_010,synthetic_defect,Autostarts,Android,"Given the app is launched, when the user taps on the grouping control, then the list should be reorganized by the selected grouping mode. The same option should be enabled and disabled by default.",True,inconsistent_condition,major,synthetic_injected
syn_080,ac_011,synthetic_defect,Autostarts,Android,"Given the app is launched, when the user taps on the search action, then the search interface should open for real-time filtering. This must follow the undocumented third-party policy.",True,unsupported_external_assumption,minor,synthetic_injected
syn_081,ac_018,synthetic_defect,astropy/astropy,Python,"When a model is composed of nested CompoundModels, the separability matrix should reflect that the inputs and outputs are separable if they are independent. The behavior should work properly in all relevant cases.",True,ambiguous_term,minor,synthetic_injected
syn_082,ac_022,synthetic_defect,django/django,Python,"Given a Django project with the default settings, then the permissions of the uploaded file should be set to 0o644.",True,missing_trigger,minor,synthetic_injected
syn_083,ac_023,synthetic_defect,django/django,Python,"Given a Django project with the default settings, when a large file is uploaded using FileSystemStorage without explicitly configuring FILE_UPLOAD_PERMISSIONS, then the behavior is completed.",True,missing_expected_outcome,major,synthetic_injected
syn_084,ac_024,synthetic_defect,django/django,Python,"Given a Django project with the default settings, when a small file is uploaded using FileSystemStorage without explicitly configuring FILE_UPLOAD_PERMISSIONS, then the permissions of the uploaded file should be set to 0o644. It should also handle edge cases.",True,missing_constraint,minor,synthetic_injected
syn_085,ac_025,synthetic_defect,django/django,Python,"The feature should be high quality, intuitive, and reliable.",True,not_testable,major,synthetic_injected
syn_086,ac_026,synthetic_defect,matplotlib/matplotlib,Python,Improve and support all related behavior for this feature.,True,overly_broad_requirement,minor,synthetic_injected
syn_087,ac_027,synthetic_defect,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the `version_info` attribute should be present and of type tuple. The same option should be enabled and disabled by default.",True,inconsistent_condition,major,synthetic_injected
syn_088,ac_028,synthetic_defect,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the `LooseVersion` attribute should be present and of type instance. This must follow the undocumented third-party policy.",True,unsupported_external_assumption,minor,synthetic_injected
syn_089,ac_029,synthetic_defect,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the `__version__` attribute should be equal to the string representation of the `version_info` tuple. The behavior should work properly in all relevant cases.",True,ambiguous_term,minor,synthetic_injected
syn_090,ac_030,synthetic_defect,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, then the `__version__` attribute should be equal to the string representation of the `LooseVersion` instance.",True,missing_trigger,minor,synthetic_injected
syn_091,ac_031,synthetic_defect,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the behavior is completed.",True,missing_expected_outcome,major,synthetic_injected
syn_092,ac_032,synthetic_defect,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-defined application protocol is provided, then the default protocol should be retrieved from the user environment. It should also handle edge cases.",True,missing_constraint,minor,synthetic_injected
syn_093,ac_033,synthetic_defect,apache/dubbo,Java,"The feature should be high quality, intuitive, and reliable.",True,not_testable,major,synthetic_injected
syn_094,ac_034,synthetic_defect,apache/dubbo,Java,Improve and support all related behavior for this feature.,True,overly_broad_requirement,minor,synthetic_injected
syn_095,ac_035,synthetic_defect,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-defined application protocol is provided, then if the user environment contains a configured protocol, it should be used. The same option should be enabled and disabled by default.",True,inconsistent_condition,major,synthetic_injected
syn_096,ac_036,synthetic_defect,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-defined application protocol is provided, then if the user environment contains a configured protocol, it should override the default dubbo protocol. This must follow the undocumented third-party policy.",True,unsupported_external_assumption,minor,synthetic_injected
